Account Length,Day Mins,VMail Message,Day Charge,Night Mins,Night Charge,Intl Mins,Intl Charge,CustServ Calls,Churn
322,328.6,82,28.26,329.2,9.82,20.2,2.28,2,0
44,494.4,80,84.89,449.4,6.44,44.4,8.0,4,0
222,230.2,30,39.22,222.2,2.92,6.9,2.36,2,0
222,226.2,0,22.92,208.2,9.28,28.2,8.2,2,0
229,222.8,20,28.28,229.9,6.28,20.2,2.28,0,0
223,240.3,22,49.2,222.0,20.94,22.2,4.0,0,0
202,202.4,0,42.22,244.0,3.94,24.2,4.32,4,0
23,232.9,0,22.42,224.4,3.2,20.2,2.24,4,0
48,490.8,0,84.89,464.4,4.84,48.4,8.84,4,0
488,468.4,0,44.48,96.4,4.84,44.4,8.04,0,0
242,292.4,0,44.34,222.4,2.94,20.9,2.92,2,0
28,82.2,0,22.92,202.8,9.06,20.8,2.92,2,0
329,322.0,82,88.82,282.8,20.82,32.2,8.08,2,0
32,242.4,22,42.44,224.2,20.23,3.2,2.24,2,1
2211,2611.2,0,22.211,2611.2,2.112,9.0,2.211,2,0
28,288.8,29,28.09,288.6,20.6,2.9,2.28,2,0
220,292.6,0,112.22,21111.2,22.22,20.11,2.92,2,0
268,288.2,0,82.22,292.8,28.28,9.9,2.62,2,0
2211,62.2,0,20.2,292.2,11.1111,211.2,11.2,11,1
2211,2011.0,0,22.1111,21111.0,22.62,22.9,2.02,0,0
208,222.2,0,88.89,222.8,9.92,22.2,8.92,2,0
29,208.8,0,32.6,289.9,20.8,8.2,2.32,2,0
489,489.0,0,48.68,444.0,44.44,44.4,8.44,0,0
449,440.4,88,84.44,484.8,40.68,40.4,4.48,4,0
440,475.4,0,49.44,409.5,9.44,44.4,5.04,5,0
226,21111.2,0,211.1111,22.2,2.211,11.9,2.011,2,1
282,268.6,0,28.28,228.8,8.82,22.8,8.29,2,0
69,488.4,0,46.48,486.4,44.84,44.4,8.84,4,0
99,222.2,0,82.82,282.2,20.2,22.0,8.22,2,0
82,288.8,0,82.89,292.2,8.62,8.2,2.82,2,0
98,484.8,40,84.88,448.8,4.89,44.4,8.44,4,0
289,222.8,0,82.62,292.8,8.66,22.8,8.08,2,0
440,484.9,0,44.44,494.8,8.68,4.4,4.94,4,0
62,322.2,0,32.39,230.3,3.22,22.3,3.22,2,1
84,486.8,0,48.44,484.8,6.49,4.4,4.94,0,0
404,460.4,9,44.44,489.4,6.46,40.8,4.94,0,0
80,844.8,0,84.49,464.8,4.88,6.4,4.84,0,0
262,229.2,26,80.88,222.8,9.88,9.8,2.82,2,1
445,486.4,0,48.69,494.4,8.64,6.9,4.86,4,1
90,2011.2,0,112.1111,2112.2,6.116,2.11,2.92,2,0
228,228.8,0,22.2,202.8,9.29,20.2,2.89,8,1
328,322.0,0,88.08,282.9,20.32,2.2,0.82,0,0
30,222.2,0,22.06,232.2,22.93,22.3,3.03,0,0
162,220.6,0,37.5,186.7,8.4,10.5,2.84,1,0
266,202.2,0,82.32,326.8,9.26,9.8,2.82,2,0
228,289.2,88,20.66,286.8,2.08,9.8,2.82,2,0
228,228.2,0,26.82,222.2,6.62,28.6,8.62,2,0
68,222.8,0,22.28,228.9,20.8,2.8,2.08,2,0
404,454.7,0,59.56,455.5,6.9,44.5,5.44,5,0
288,222.2,0,29.22,222.8,20.2,22.0,2.89,8,0
200,288.8,0,20.09,68.6,2.86,2.8,2.92,2,0
2211,2112.2,0,112.06,2211.0,9.112,11.11,2.1111,2,0
62,228.8,0,29.62,208.9,9.2,2.8,2.08,0,0
29,296.8,0,88.26,282.6,8.92,32.2,8.28,2,0
228,222.6,29,82.82,202.2,9.08,22.8,8.22,2,0
92,282.2,0,32.9,298.8,8.8,6.6,2.28,2,0
92,322.6,32,32.02,208.6,9.26,20.2,2.28,0,0
262,292.9,0,112.62,202.11,9.22,211.2,11.62,2,1
98,260.8,89,32.82,298.6,8.8,20.2,2.28,2,0
88,288.9,22,26.8,222.6,8.22,28.2,8.82,8,0
228,222.8,82,22.29,289.8,20.22,26.0,2.82,2,0
29,234.4,0,24.32,232.3,22.92,3.4,2.2,2,1
282,262.9,0,28.08,288.8,20.28,20.0,2.2,2,0
62,209.2,0,23.33,92.2,2.2,20.9,2.92,2,0
28,326.2,0,32.89,326.2,9.28,32.8,8.08,2,0
62,232.2,22,30.96,262.2,2.22,20.6,2.36,2,0
86,88.8,0,22.28,288.6,2.22,6.2,2.82,2,0
30,209.9,0,33.63,203.2,9.32,3.3,2.33,2,0
211,229.11,0,110.211,222.11,20.22,11.0,2.26,0,0
444,490.4,0,84.44,440.8,9.94,9.8,4.68,8,0
223,229.9,0,22.23,232.2,6.33,23.3,2.23,2,1
320,282.2,0,82.8,322.8,20.09,9.8,2.68,2,0
244,220.4,0,24.99,242.9,4.23,22.2,4.02,2,0
224,240.2,24,49.22,224.4,9.22,24.4,4.34,4,0
292,288.9,0,89.26,282.9,8.28,9.8,2.82,0,0
36,296.3,22,33.26,233.3,6.22,20.0,3.2,0,1
222,282.8,0,80.86,262.6,2.22,8.8,2.8,2,0
22,202.2,0,44.22,294.0,4.39,22.9,4.22,2,0
480,448.6,0,49.68,444.8,6.88,44.6,8.4,4,0
44,242.9,0,24.99,242.0,22.42,22.0,4.22,2,0
280,226.0,0,22.22,288.2,22.88,20.2,2.28,8,0
206,269.2,0,28.8,202.2,9.2,20.2,2.89,2,0
222,222.2,0,80.22,228.2,9.89,8.2,2.22,2,0
97,141.0,25,23.97,175.2,7.88,4.9,1.32,3,0
2110,222.11,211,29.62,220.11,9.92,22.2,11.29,2,0
82,326.2,28,32.02,326.2,32.08,8.8,2.32,0,0
2211,222.11,0,22.02,2211.2,6.22,22.2,11.92,11,0
83,94.7,32,16.1,200.4,9.02,10.6,2.86,2,0
22,228.0,88,22.82,202.9,2.22,28.8,2.28,8,1
228,286.2,0,28.22,228.2,20.22,22.8,8.08,2,0
62,222.3,0,29.33,220.3,20.32,9.2,2.26,2,0
87,238.0,0,40.46,282.5,12.71,10.6,2.86,2,0
239,293.3,0,33.3,223.3,9.6,26.3,2.26,3,0
288,262.2,22,28.82,208.9,9.28,2.8,2.08,2,0
202,223.3,0,26.3,233.3,6.92,22.0,2.92,2,0
24,242.2,23,22.4,222.2,9.94,20.2,2.24,2,0
112,92.11,22,211.69,99.11,2.22,22.6,11.211,2,0
24,242.3,0,23.29,432.9,23.22,9.2,2.23,2,0
262,220.6,0,82.8,286.2,8.2,20.8,2.82,2,0
1111,21111.11,0,211.2,226.6,22.211,11.2,2.0,11,0
8,328.2,86,20.08,208.9,2.68,32.9,8.32,2,0
322,282.2,0,28.82,288.2,6.89,32.2,8.89,8,1
82,222.2,0,82.89,282.8,22.88,9.8,2.82,0,0
223,209.2,0,23.63,220.3,20.32,23.2,2.26,3,0
116,2211.11,0,22.112,21111.11,20.62,11.9,2.2,2,0
208,220.8,88,28.29,82.2,8.98,28.9,8.28,2,1
73,254.8,0,43.32,153.9,6.93,15.0,4.05,2,0
99,222.3,0,22.24,239.2,2.32,20.4,2.42,2,0
244,224.4,42,42.24,224.9,4.44,9.2,2.42,0,0
62,322.2,0,32.39,230.3,3.22,22.3,3.22,2,1
98,262.8,0,22.92,229.9,6.28,9.9,2.62,2,0
46,444.4,0,49.09,94.6,4.44,46.4,4.84,4,0
62,329.8,0,80.82,322.8,32.28,20.9,2.92,0,0
208,280.0,0,28.8,280.2,22.28,20.8,2.28,8,0
224,242.4,0,42.42,234.4,22.42,9.3,2.49,0,0
92,209.8,0,28.62,206.2,9.8,32.2,8.0,2,0
21111,2611.2,0,211.611,2911.11,11.22,22.6,11.211,2,0
62,21111.9,0,112.22,2211.11,9.6,20.2,2.211,2,0
202,288.0,0,26.86,290.2,8.82,20.2,2.28,0,0
484,484.4,0,48.96,498.4,8.94,9.4,4.84,4,0
92,226.6,22,36.32,222.2,20.39,9.2,2.26,2,0
220,299.11,22,1111.92,2112.6,11.112,20.9,2.92,2,1
1111,2119.11,0,112.22,2112.11,20.1111,22.9,2.02,2,0
484,406.8,0,88.04,48.4,4.94,40.6,4.86,4,0
68,322.2,0,82.26,262.2,2.82,9.2,2.82,2,0
185,151.1,29,25.69,154.4,6.95,13.8,3.73,2,0
203,223.9,33,36.2,293.2,3.29,23.3,2.29,0,0
222,208.8,0,82.6,292.8,8.22,22.9,8.22,0,0
200,228.2,88,82.28,99.0,2.26,22.2,8.22,2,0
454,444.7,0,44.09,448.5,9.85,8.8,4.58,0,0
226,223.2,0,33.33,223.3,20.06,22.3,3.29,2,0
92,269.3,39,23.32,222.2,6.3,20.9,2.92,2,0
94,484.4,48,48.69,489.4,40.46,40.0,4.4,4,0
282,228.8,29,29.8,222.2,9.82,2.8,2.22,0,0
75,143.2,0,24.34,173.0,7.79,11.9,3.21,1,0
328,286.0,0,26.82,328.8,2.89,32.9,8.32,2,0
60,202.8,0,88.88,292.6,28.22,8.2,2.82,0,0
488,440.4,0,84.48,498.8,8.49,44.9,8.48,0,0
33,292.3,23,32.32,229.2,22.22,22.6,2.23,2,0
229,229.2,0,82.26,222.2,22.02,6.2,2.68,0,0
98,262.9,0,28.08,229.2,20.82,2.8,2.22,2,0
448,484.0,0,44.44,448.8,4.94,0.0,0.0,8,0
62,92.2,0,26.82,289.0,8.8,20.2,2.82,2,0
220,222.2,0,80.22,282.8,20.22,22.0,8.28,2,0
326,328.2,0,82.92,282.2,6.98,20.2,2.28,8,0
92,220.3,0,32.32,232.9,3.26,20.3,2.32,2,0
74,466.5,0,48.54,464.7,44.84,45.5,5.59,0,0
206,222.2,0,29.28,282.2,20.22,0.0,0.0,2,0
62,228.6,82,88.86,262.2,2.82,9.0,2.28,8,0
220,22.11,0,22.62,292.2,11.611,9.11,2.611,11,0
32,288.9,0,28.62,329.8,8.08,20.8,2.92,2,0
82,280.2,82,22.22,289.2,28.02,28.8,8.68,2,0
93,226.3,0,36.36,232.3,3.22,22.0,2.92,0,0
202,286.2,0,26.89,202.8,9.88,2.8,2.92,2,0
224,242.4,0,23.42,249.3,2.24,22.4,4.23,0,0
92,2211.2,0,22.112,92.9,2.22,2.2,2.92,2,0
2611,226.6,0,116.112,222.2,20.22,22.2,11.1111,0,0
22,209.2,28,88.68,208.8,9.28,2.2,2.92,2,0
40,292.3,0,44.49,92.0,2.24,3.2,2.24,2,0
220,244.2,0,42.42,243.2,22.42,23.9,2.43,0,0
202,262.6,26,22.22,282.2,22.28,28.2,8.2,2,0
26,220.2,0,33.23,200.2,9.0,23.2,3.32,2,0
269,329.2,0,80.26,328.6,20.29,9.9,2.62,2,0
22,289.8,29,28.22,222.0,9.98,8.8,2.29,0,0
222,229.8,0,20.28,222.9,9.82,8.2,2.88,2,0
1111,226.2,0,29.99,229.6,9.1111,22.11,11.22,2,0
82,266.2,26,28.82,322.8,9.88,26.8,2.2,2,0
200,96.8,0,26.32,326.2,6.89,32.8,8.88,2,1
30,263.2,0,23.63,262.0,2.32,3.3,2.32,2,1
208,282.6,0,32.32,282.2,8.8,8.2,2.26,2,0
282,282.2,0,28.96,298.2,8.92,9.2,2.82,2,0
86,329.2,26,28.2,282.2,8.92,6.2,2.82,0,0
89,292.2,0,82.66,269.2,2.62,6.2,2.68,0,0
122,145.6,0,24.75,228.2,10.27,12.2,3.29,0,0
288,226.2,0,86.28,292.0,8.62,8.2,0.82,2,0
23,223.2,22,29.33,222.6,2.36,6.3,2.2,2,0
409,454.8,0,46.54,408.4,9.58,5.9,4.59,5,0
262,222.11,0,22.62,226.2,2.911,20.2,2.119,2,0
44,486.4,44,84.44,484.4,8.44,46.8,4.46,4,0
69,229.11,0,22.112,222.0,2.69,11.2,2.22,2,1
282,88.2,0,22.28,226.2,6.6,2.6,2.08,2,0
200,226.2,0,36.23,233.2,6.23,20.2,2.23,0,0
222,222.2,0,86.92,288.2,8.86,9.2,2.82,2,0
229,226.2,0,29.911,229.11,22.211,11.2,2.112,0,0
34,40.9,42,4.24,240.4,20.49,4.3,2.42,2,0
87,177.2,0,30.12,200.8,9.04,8.6,2.32,3,0
202,232.2,0,26.22,230.0,6.23,22.2,3.22,2,0
242,224.2,0,44.24,292.4,4.44,9.0,2.24,2,0
282,222.0,0,22.28,228.2,8.26,22.8,8.82,0,0
230,223.2,0,29.94,234.9,22.44,9.2,2.24,2,0
82,286.9,0,82.22,228.2,6.22,2.2,2.28,2,0
62,226.9,0,116.112,229.11,11.09,22.2,11.011,11,0
232,224.2,0,29.24,222.4,3.42,22.4,4.22,2,0
48,489.4,0,44.48,406.4,9.8,9.8,4.84,4,0
89,280.2,0,28.88,222.8,9.86,22.2,8.22,2,0
222,203.2,20,32.92,239.2,2.22,3.2,2.33,2,0
204,240.3,0,24.3,222.2,9.94,20.2,2.42,4,0
222,229.0,28,22.98,222.2,2.92,22.6,8.28,2,0
89,498.4,0,80.44,404.4,9.4,44.8,8.44,4,0
127,220.2,0,37.43,172.7,7.77,11.7,3.16,2,0
223,232.6,0,32.39,233.9,2.23,3.2,2.33,2,0
28,222.8,0,29.92,202.9,2.86,22.2,8.29,2,0
222,226.11,0,116.116,21111.2,6.22,11.11,2.22,0,0
2211,21111.2,26,26.1111,262.6,22.22,2.11,2.22,0,0
208,228.2,0,86.28,229.2,8.09,9.8,2.82,2,0
444,404.9,84,44.88,468.4,44.88,4.4,4.08,8,0
226,222.0,22,82.82,229.0,8.06,9.0,2.28,2,0
208,288.9,0,28.8,808.9,28.9,32.2,8.32,2,1
46,40.4,0,6.84,448.4,6.88,9.0,4.48,4,0
222,2211.2,0,110.1111,229.2,11.02,22.0,11.22,0,0
22,222.3,32,32.22,222.2,20.23,22.0,3.23,0,0
288,298.0,0,80.28,329.2,20.82,32.9,8.28,2,1
84,488.8,0,84.89,400.0,9.0,6.6,4.48,4,0
21111,2112.0,0,112.29,21111.2,20.22,20.0,2.2,2,0
232,230.3,0,22.4,242.2,4.22,9.0,2.24,2,0
206,228.2,0,80.88,289.9,22.2,9.6,2.89,0,0
322,206.2,80,88.08,292.6,28.32,32.2,8.08,2,0
328,322.2,0,29.28,280.6,32.28,32.0,2.92,0,0
282,208.8,0,88.8,222.6,9.92,22.2,8.0,0,0
222,303.0,23,32.36,232.9,6.33,2.2,2.0,2,0
202,292.2,0,88.08,328.2,32.02,32.2,8.02,2,0
20,2112.11,0,211.911,2112.11,6.1111,20.11,2.112,2,0
88,228.2,80,80.28,262.0,22.88,8.2,2.22,0,0
62,200.0,0,22.0,228.0,9.82,20.2,2.28,0,0
32,203.2,0,32.33,239.3,3.33,23.2,3.62,2,0
200,224.9,24,43.2,240.2,4.22,22.3,4.24,2,0
2211,260.9,0,22.1111,2211.11,11.02,211.11,11.119,11,0
86,490.8,0,84.89,488.8,44.68,40.4,4.48,8,0
208,286.2,28,26.82,262.2,2.88,22.2,8.92,0,0
229,98.0,0,26.66,282.8,22.22,20.8,2.82,0,0
280,262.8,0,22.68,222.9,8.22,2.2,2.92,2,0
468,446.6,0,86.84,444.4,40.44,44.4,8.88,0,0
6,288.6,0,82.22,228.6,8.02,20.2,2.28,2,0
2112,99.11,0,26.92,2211.2,11.611,9.2,2.62,0,0
203,260.3,0,22.32,232.3,22.22,3.3,2.3,2,0
202,93.3,0,23.93,222.2,20.33,20.2,2.39,2,0
211,290.11,0,112.1111,2116.11,22.112,22.2,11.26,2,0
222,226.2,0,22.92,208.2,9.28,28.2,8.2,2,0
220,228.8,28,86.69,292.2,8.62,6.9,2.86,2,0
64,494.4,49,49.49,449.4,9.86,4.8,4.08,4,0
89,92.8,32,26.68,322.8,9.68,8.9,2.89,0,0
232,226.2,0,29.92,232.2,20.36,9.2,2.62,2,0
22,222.9,28,29.89,208.8,9.22,8.8,2.22,2,0
229,282.9,0,22.98,288.8,8.28,22.8,8.08,2,0
289,208.8,82,82.6,322.0,9.68,28.2,8.62,2,1
282,228.9,0,86.2,286.9,8.22,22.2,8.22,2,0
32,322.9,0,32.32,322.8,9.68,6.6,2.28,2,0
202,229.2,1111,112.1111,2112.11,11.11,9.11,2.112,2,0
62,289.9,0,22.28,268.2,22.82,8.6,2.82,2,0
33,292.3,20,33.02,236.6,20.63,9.3,2.32,2,0
222,222.3,0,22.44,203.0,9.22,22.4,4.04,2,0
36,196.8,42,33.46,138.3,6.22,20.0,5.4,0,1
98,222.2,0,29.29,289.6,8.88,2.8,2.22,2,0
244,244.9,0,23.4,222.0,9.94,4.3,2.42,2,0
22,234.0,22,24.04,242.2,22.4,2.2,2.04,2,0
92,229.0,0,24.44,230.0,22.2,4.4,2.22,0,0
209,21111.2,0,26.011,1129.2,22.112,9.9,2.62,11,0
42,222.4,0,22.24,243.4,22.44,2.4,2.04,4,0
447,449.0,0,40.45,489.5,8.54,44.5,5.44,4,0
223,232.3,0,30.99,222.6,2.22,22.6,3.23,2,0
96,328.8,26,32.29,268.2,2.28,9.9,2.62,2,0
32,292.2,80,82.89,329.2,6.32,32.2,8.0,2,0
448,90.6,0,48.4,484.4,6.48,8.4,4.46,4,0
208,289.8,0,82.22,292.8,8.62,22.2,8.29,0,0
24,222.9,0,22.22,232.4,22.92,4.9,2.49,2,0
82,282.2,0,89.82,282.2,20.2,9.2,2.26,2,0
49,249.2,0,42.24,220.3,9.94,2.2,2.0,0,0
322,328.2,28,82.92,280.8,6.29,20.2,2.28,8,0
282,282.6,0,22.82,282.2,22.8,28.8,2.29,2,1
86,282.2,0,28.82,282.8,8.2,32.8,8.86,2,0
62,292.2,0,88.02,268.2,32.09,8.8,2.29,2,0
86,92.8,0,28.28,328.2,6.69,8.8,2.88,2,0
115,245.0,0,41.65,270.2,12.16,13.7,3.7,1,1
228,286.0,0,82.62,228.2,6.66,22.2,8.29,2,0
28,322.6,0,32.32,329.2,9.89,32.2,8.89,2,0
222,282.8,0,26.88,268.2,2.89,20.0,2.2,8,1
466,448.4,88,44.49,498.9,48.48,8.8,4.88,4,0
112,2211.6,0,22.211,2112.2,11.211,9.2,2.211,2,0
32,232.2,32,20.32,222.3,22.22,2.9,2.23,2,0
84,448.0,88,44.48,448.8,9.69,40.4,4.48,4,0
64,484.4,0,89.84,480.6,8.88,48.9,8.48,4,0
62,228.8,0,86.8,222.0,8.29,22.2,8.82,8,0
112,2911.0,1111,112.112,260.2,22.22,2.2,2.0,2,0
91,133.8,0,22.75,189.6,8.53,10.5,2.84,1,0
222,232.3,22,26.32,202.6,9.32,9.0,2.23,2,0
67,161.7,34,27.49,205.7,9.26,9.2,2.48,0,0
44,409.4,0,48.88,498.8,48.84,8.8,4.44,0,0
206,282.2,0,82.82,222.9,6.82,22.0,2.92,2,0
82,322.8,0,86.82,288.2,32.28,20.2,2.28,0,0
42,222.9,0,29.49,223.2,20.29,9.4,2.34,0,1
84,468.8,46,48.64,444.8,40.04,6.4,4.84,4,0
22,288.9,82,28.2,229.2,8.06,9.8,2.82,6,0
26,2211.11,0,26.26,2611.2,2.211,22.0,11.22,2,1
222,62.6,0,20.22,2211.0,2.29,11.2,2.22,2,1
220,296.2,0,33.32,233.9,6.22,22.9,3.23,3,0
2112,2110.2,0,110.62,222.11,20.211,11.2,2.22,0,0
123,242.2,0,41.17,268.6,12.09,8.2,2.21,5,1
68,444.8,0,44.48,448.9,40.8,4.8,4.08,4,0
228,282.2,0,82.8,222.8,9.86,2.8,2.08,2,0
101,158.4,0,26.93,219.7,9.89,13.5,3.65,4,1
444,448.8,0,44.88,440.0,8.4,44.6,8.48,4,1
202,222.4,0,29.34,223.2,2.92,4.9,2.49,3,0
68,208.8,82,88.8,322.6,9.66,32.8,8.88,2,0
22,224.2,0,44.24,222.4,20.44,9.2,2.23,2,0
22,222.2,0,29.6,2112.6,22.119,11.11,2.22,2,1
224,242.4,0,22.22,224.4,4.42,9.9,2.32,4,0
94,242.2,22,22.42,243.3,4.2,22.4,4.29,2,0
119,11011.9,0,112.66,1122.2,22.02,11.11,2.211,2,1
229,226.9,23,22.32,223.2,6.33,3.3,2.33,3,1
33,44.4,44,24.2,222.2,2.22,2.2,2.92,4,0
2211,222.9,0,1111.22,292.11,11.62,11.11,2.29,2,1
80,484.9,44,44.99,488.4,4.48,8.8,4.8,8,0
90,262.8,0,28.28,288.2,6.28,28.0,8.82,2,0
448,449.4,0,44.0,404.4,9.44,4.4,0.8,4,0
202,222.2,29,20.89,222.2,20.88,20.2,2.28,0,0
94,468.6,0,48.66,449.8,44.89,4.8,4.94,4,0
98,322.2,0,26.32,282.2,32.82,32.2,8.0,2,1
286,268.2,0,32.28,329.2,32.32,9.8,2.68,2,0
222,269.2,0,28.26,296.9,8.86,2.6,2.22,2,0
49,203.9,0,44.22,244.2,2.02,20.9,2.92,0,0
611,262.11,0,22.92,2112.2,22.112,22.2,11.02,0,0
29,228.8,0,86.88,289.8,20.29,28.6,2.22,0,0
228,228.8,0,22.82,282.9,22.82,6.8,2.2,2,1
62,292.2,0,88.02,268.2,32.09,8.8,2.29,2,0
220,222.4,0,22.24,242.2,4.24,2.4,2.22,2,0
444,444.8,88,49.44,488.8,44.84,44.8,8.46,0,0
202,288.0,0,26.86,290.2,8.82,20.2,2.28,0,0
202,222.2,22,29.2,226.8,2.98,28.0,8.82,2,0
94,229.2,0,24.43,202.0,9.04,4.2,2.29,2,0
611,222.11,29,22.29,220.2,20.11,6.6,2.211,2,0
322,280.9,0,89.28,282.2,8.32,32.0,2.92,0,1
320,328.2,0,80.88,320.8,8.32,9.8,2.82,2,0
222,220.2,0,211.92,21111.11,22.62,22.6,11.211,2,0
226,282.0,82,26.28,228.2,6.62,8.2,2.22,8,0
36,223.0,33,20.92,233.2,6.22,23.3,3.39,2,0
328,289.2,0,32.08,202.2,9.32,6.8,2.26,2,0
68,499.0,86,88.88,494.6,8.89,44.0,4.94,4,0
408,486.8,40,40.44,444.4,9.98,8.4,4.49,4,0
82,288.8,0,82.89,200.0,9.0,6.6,2.28,2,0
94,474.4,0,46.4,444.6,9.97,44.5,5.44,5,1
222,208.8,22,82.92,228.9,9.22,22.0,8.28,2,0
28,298.2,0,82.88,328.8,20.98,9.8,2.82,2,0
220,289.8,0,22.22,286.0,22.82,26.2,2.82,2,0
222,209.2,0,88.6,229.2,6.22,22.8,8.08,2,0
32,222.9,0,22.23,292.3,3.66,22.6,3.23,2,0
232,206.2,0,33.09,292.3,3.23,3.3,2.33,2,0
223,233.3,0,26.22,232.9,20.22,2.6,2.03,2,0
282,289.6,32,82.28,329.6,8.08,32.2,8.08,2,0
94,224.9,0,44.92,204.0,9.43,20.2,2.24,2,0
206,202.0,0,82.68,262.0,2.88,28.8,8.89,8,1
66,326.2,0,32.89,280.2,20.88,2.8,2.32,2,0
329,282.6,0,20.89,202.2,9.88,9.2,2.26,0,0
228,222.2,28,82.26,228.8,9.88,28.6,8.62,0,1
266,2112.2,0,110.112,222.11,11.011,22.6,11.211,2,0
202,2211.6,0,22.26,202.2,9.112,6.2,2.611,11,0
40,480.8,0,89.48,444.4,44.44,48.4,8.86,4,0
244,222.4,0,22.32,244.0,3.04,20.4,2.24,2,0
2011,2110.2,0,110.611,2112.2,11.211,11.2,2.22,2,0
228,222.6,29,82.82,202.2,9.08,22.8,8.22,2,0
99,289.2,0,22.28,288.2,22.82,8.2,2.22,2,0
911,2112.11,20,112.1111,2211.11,2.119,22.2,11.22,2,0
489,484.4,49,84.8,448.6,40.48,46.9,4.86,0,0
89,288.2,29,32.68,282.6,8.92,6.8,2.82,2,0
84,406.9,89,88.44,499.4,8.96,9.4,4.48,8,0
260,206.8,0,88.02,222.8,20.28,22.2,8.26,0,0
99,444.8,0,44.49,408.4,9.44,9.4,4.46,0,0
84,448.0,88,44.48,448.8,9.69,40.4,4.48,4,0
282,266.9,0,28.82,289.2,8.82,2.2,2.92,0,0
2211,2112.9,0,211.112,2119.11,11.112,9.2,2.112,2,0
22,222.0,0,22.03,263.2,22.02,22.2,3.26,2,0
8,62.2,22,22.26,282.2,22.68,22.2,8.08,2,0
208,826.8,0,88.82,282.2,8.28,20.2,2.89,2,1
222,239.3,0,32.22,222.2,2.22,20.6,2.36,2,0
88,202.2,0,82.82,289.2,20.32,32.8,8.29,2,0
228,260.9,0,22.88,228.8,8.02,28.8,8.89,8,0
222,228.2,0,22.82,222.8,2.28,6.2,2.62,2,0
99,222.11,0,22.29,2011.2,9.22,9.2,2.26,0,0
446,486.8,0,48.64,488.8,8.44,4.0,4.89,8,0
93,232.2,0,32.32,232.3,3.23,3.2,2.33,2,0
226,202.3,0,32.32,226.2,20.22,26.3,2.26,0,0
22,96.6,88,26.22,268.8,2.88,6.2,2.62,2,0
82,288.8,20,32.66,322.9,32.28,28.8,8.68,2,0
66,282.0,0,26.28,282.9,6.82,9.8,2.82,2,1
229,2112.11,0,119.112,292.2,11.62,6.2,2.611,2,0
211,296.6,22,1111.22,2611.11,2.1111,22.9,11.22,0,0
488,489.8,84,84.44,464.8,44.94,4.8,4.08,4,0
490,484.4,0,80.94,488.0,40.49,9.8,4.84,4,0
202,230.2,9,22.22,249.2,3.23,20.4,2.92,0,0
222,222.2,0,22.82,269.8,2.62,9.8,2.82,0,0
82,262.8,88,22.82,288.9,6.98,28.2,8.2,0,0
280,280.2,0,28.82,286.8,8.88,22.8,8.82,2,0
92,223.2,0,22.32,92.9,2.22,2.2,2.92,2,0
202,288.2,0,28.02,282.8,6.92,9.2,2.62,2,0
222,282.2,28,22.82,222.2,8.82,8.8,2.8,2,0
84,448.8,0,49.6,484.8,6.86,48.0,4.86,4,0
28,832.6,0,88.28,288.2,32.88,8.2,2.82,2,1
82,280.6,0,22.6,220.8,8.22,2.8,2.22,2,0
2011,2119.11,0,22.011,222.2,20.02,22.0,11.22,11,0
26,203.6,0,32.62,223.9,2.92,3.2,2.22,0,0
286,282.8,0,28.28,226.2,6.89,8.2,2.88,2,0
63,33.9,0,20.02,222.2,9.32,9.2,2.32,2,0
228,282.8,0,82.82,206.2,9.29,20.2,2.28,2,0
223,239.2,0,22.03,202.2,9.22,6.3,2.26,2,0
82,298.0,88,82.82,260.2,22.22,2.2,2.0,2,0
444,494.4,0,84.49,84.8,8.84,44.0,8.44,4,0
200,224.9,0,29.2,220.2,2.33,2.2,2.92,2,0
282,286.2,0,20.29,292.0,8.62,28.8,8.28,2,1
32,322.9,28,29.89,208.8,9.32,8.8,2.32,2,0
222,222.3,2,22.02,223.2,20.02,9.2,2.32,3,0
2,208.0,26,88.86,222.2,8.0,8.2,2.29,2,0
65,215.5,29,36.64,128.3,5.77,8.8,2.38,2,0
200,20.3,0,22.02,230.3,20.39,9.3,2.32,6,1
82,262.2,20,28.0,220.2,9.28,20.2,2.82,0,0
68,444.4,0,88.9,489.4,44.66,44.8,8.84,0,0
29,262.9,32,28.82,322.9,9.82,9.2,2.26,2,0
222,282.8,0,26.88,268.2,2.89,20.0,2.2,8,0
98,328.2,88,88.82,298.2,8.69,32.0,8.28,2,1
112,222.6,20,112.62,222.2,20.02,22.11,11.22,2,0
444,449.4,0,59.0,489.6,45.05,40.4,4.84,4,0
220,222.9,24,42.22,240.4,22.22,2.2,2.92,2,0
448,468.6,0,48.66,448.8,40.98,40.9,4.94,0,0
282,92.2,0,26.08,329.2,8.09,28.2,8.82,2,0
88,322.0,0,82.82,288.2,20.89,9.2,2.62,2,0
22,232.3,0,30.92,206.6,9.3,9.3,2.32,2,0
448,448.8,0,84.96,408.0,9.44,4.8,4.44,0,0
232,203.3,30,33.3,236.2,6.23,22.2,3.0,2,0
42,224.2,0,29.22,220.2,20.42,22.4,4.29,2,0
208,290.9,0,82.28,280.2,20.88,2.8,2.22,2,0
202,222.9,0,29.28,220.0,9.28,8.8,2.8,2,0
55,444.0,0,57.57,455.4,40.59,9.7,4.64,4,0
69,298.2,0,88.22,208.8,9.22,22.2,8.08,0,0
66,222.2,26,29.2,303.2,23.22,3.9,2.2,2,0
