MonthsInService,MonthlyMinutes,BlockedCalls,DroppedCalls,CustomerCareCalls,RetentionCalls,IncomeGroup,CreditRating,CurrentEquipmentDays,HandsetRefurbished,Churn
24,145.0,0.3,1.0,0.0,0,6,0,730.0,0,0
11,833.0,0.3,2.0,1.7,0,6,0,29.0,0,0
14,265.0,0.7,6.3,5.3,1,4,3,391.0,0,0
21,750.0,13.7,2.3,6.0,0,4,1,12.0,0,0
33,196.0,1.0,0.3,0.0,0,9,0,269.0,0,0
9,20.0,0.0,0.0,0.0,0,4,1,255.0,0,0
27,78.0,2.7,2.3,1.7,0,5,0,827.0,0,0
53,143.0,1.3,5.0,0.0,0,0,1,1592.0,0,1
17,1055.0,20.3,6.0,3.0,0,0,6,98.0,0,0
12,378.0,6.0,5.7,8.7,0,6,1,361.0,0,0
11,288.0,1.0,1.3,0.0,0,1,1,315.0,0,1
10,1207.0,0.0,17.0,0.0,0,0,2,137.0,0,0
15,129.0,0.0,0.0,0.0,0,2,1,444.0,0,0
19,296.0,15.3,4.3,0.0,0,9,3,401.0,0,1
17,201.0,0.0,2.0,0.7,0,5,4,508.0,0,0
20,83.0,0.0,2.3,0.0,0,5,1,587.0,0,0
23,1083.0,10.0,3.7,0.7,1,6,0,138.0,0,0
18,463.0,0.3,2.7,2.3,0,6,4,326.0,0,0
15,320.0,2.7,2.0,1.0,0,0,4,448.0,0,1
10,1536.0,13.0,14.0,0.0,0,8,1,308.0,0,1
17,2797.0,26.3,39.0,1.3,0,6,4,272.0,0,0
13,116.0,0.0,0.0,0.0,0,4,1,393.0,0,0
12,451.0,4.0,2.0,2.7,0,3,4,348.0,0,0
21,352.0,0.0,2.0,0.0,0,8,4,616.0,0,1
10,823.0,10.0,16.3,9.0,0,5,3,12.0,1,0
21,516.0,1.7,12.7,0.0,0,3,3,205.0,1,0
18,167.0,0.0,0.0,0.0,0,0,1,549.0,0,0
18,638.0,0.3,17.3,2.0,0,7,1,338.0,0,0
19,589.0,1.0,8.7,0.0,0,6,0,570.0,0,0
6,328.0,25.0,3.7,3.0,0,1,1,193.0,0,0
15,109.0,0.0,1.3,0.0,0,3,2,443.0,0,0
16,1475.0,0.7,23.0,2.0,0,7,0,199.0,0,0
18,164.0,5.0,3.3,0.0,0,1,3,538.0,0,0
14,1020.0,3.0,4.0,3.7,0,3,4,420.0,0,0
23,74.0,0.0,1.0,0.0,0,5,1,680.0,0,0
25,820.0,3.0,5.3,6.3,0,6,0,94.0,0,1
21,1016.0,1.7,32.7,7.7,0,1,1,224.0,0,0
19,261.0,1.3,2.3,1.3,0,6,2,139.0,1,0
54,343.0,10.3,3.7,0.0,0,6,2,581.0,0,0
10,96.0,5.0,0.3,0.0,0,1,2,295.0,0,1
16,680.0,0.0,14.0,0.7,0,7,4,491.0,0,0
11,180.0,0.0,3.0,0.0,0,4,1,317.0,0,1
39,17.0,0.0,0.3,0.0,1,0,0,388.0,0,0
8,192.0,2.0,1.3,0.0,0,1,3,242.0,0,0
9,1277.0,6.7,6.7,8.0,0,2,4,285.0,0,0
31,90.0,0.0,0.3,0.0,0,5,0,913.0,0,0
17,76.0,0.3,2.7,0.0,0,4,1,506.0,0,0
15,656.0,0.3,6.7,2.0,0,6,4,442.0,0,0
11,167.0,1.0,1.7,0.0,0,9,1,323.0,0,0
12,170.0,0.7,1.3,0.0,0,0,1,342.0,0,1
15,596.0,0.0,0.0,0.0,0,0,1,101.0,0,0
13,225.0,12.7,2.0,0.0,0,0,1,380.0,0,1
11,782.0,0.7,13.0,0.0,0,0,6,160.0,0,0
12,150.0,1.0,4.0,0.0,0,4,2,379.0,0,1
22,329.0,1.7,10.7,0.3,0,4,4,271.0,0,0
18,1218.0,4.0,14.0,0.0,0,3,2,66.0,0,0
7,352.0,0.3,7.7,0.0,0,6,1,202.0,0,0
21,482.0,2.3,1.7,0.0,0,9,1,624.0,0,0
22,863.0,0.0,11.3,7.3,0,5,1,52.0,0,0
19,314.0,1.7,1.0,2.7,0,4,2,557.0,0,0
48,2058.0,3.7,10.0,0.0,0,7,0,569.0,0,0
16,268.0,0.3,5.7,2.0,0,2,2,157.0,1,0
7,591.0,2.7,3.0,0.3,0,6,3,221.0,0,0
16,1544.0,1.0,17.0,1.7,1,0,4,62.0,0,0
32,407.0,6.0,4.0,6.7,0,5,4,170.0,0,0
22,465.0,0.7,3.0,0.7,0,6,5,228.0,0,0
30,368.0,2.3,3.3,0.0,0,7,2,227.0,0,0
38,119.0,0.0,0.0,0.0,0,6,0,1148.0,0,0
16,152.0,3.7,2.3,0.0,0,8,1,496.0,1,0
8,367.0,11.3,0.7,0.3,0,0,2,254.0,0,0
38,1527.0,15.3,8.7,7.7,0,4,2,125.0,0,0
25,639.0,8.3,20.3,0.0,0,8,1,190.0,0,1
21,16.0,0.0,0.7,0.0,0,9,1,634.0,0,0
12,351.0,1.7,5.3,0.0,0,0,1,370.0,1,1
8,792.0,6.0,4.3,21.7,0,0,3,187.0,0,0
24,225.0,0.0,2.7,0.3,0,5,2,717.0,0,0
30,17.0,0.7,1.3,0.0,0,9,0,889.0,0,0
11,54.0,0.0,1.3,0.0,0,7,1,325.0,0,0
14,257.0,1.7,8.3,1.0,0,9,0,399.0,0,1
7,454.0,8.3,3.7,0.7,0,9,2,167.0,0,0
24,91.0,0.3,0.0,0.0,0,6,0,728.0,0,1
7,97.0,7.7,2.0,0.0,0,9,0,219.0,0,1
23,445.0,0.3,10.7,0.0,0,1,1,307.0,0,0
23,674.0,0.3,7.3,4.0,0,0,4,29.0,1,0
25,652.0,1.3,10.0,0.0,0,6,6,499.0,1,0
6,291.0,0.7,4.3,0.0,0,5,0,194.0,1,0
12,419.0,1.0,6.7,3.0,0,0,1,370.0,0,1
15,588.0,1.7,13.0,0.3,0,8,2,450.0,0,0
16,9.0,0.0,0.0,0.0,0,4,1,485.0,0,0
14,33.0,0.3,0.0,0.0,0,3,1,434.0,0,0
17,265.0,0.0,0.3,2.0,0,0,4,512.0,0,0
29,820.0,0.0,0.0,0.0,0,0,2,172.0,0,0
11,310.0,0.0,0.0,0.0,0,1,1,332.0,0,0
9,714.0,0.7,6.7,0.0,0,0,2,255.0,0,0
38,557.0,1.7,5.3,4.7,0,0,5,270.0,0,0
13,269.0,0.0,0.0,0.0,0,6,3,366.0,0,0
22,210.0,3.3,3.0,0.0,0,6,0,583.0,1,0
8,1045.0,3.3,20.0,10.7,0,0,3,216.0,0,1
25,80.0,0.7,0.0,0.0,0,1,0,773.0,0,0
25,697.0,0.7,5.7,0.0,0,0,1,614.0,1,1
48,951.0,2.3,8.3,0.0,0,5,6,673.0,0,0
8,1348.0,42.3,15.0,4.3,0,7,1,216.0,0,1
12,1173.0,8.0,0.7,2.0,0,0,6,125.0,1,0
18,312.0,0.7,2.3,0.7,0,9,1,97.0,0,0
14,241.0,0.3,2.0,0.0,0,8,4,427.0,0,0
7,109.0,0.0,0.7,0.0,0,4,1,202.0,0,0
31,557.0,2.7,15.3,0.0,0,0,0,939.0,0,0
16,124.0,2.7,4.0,0.7,0,6,4,467.0,0,0
21,512.0,6.7,3.7,0.3,0,1,1,136.0,0,0
29,190.0,0.0,3.7,0.0,0,3,3,862.0,0,0
9,670.0,6.3,11.7,0.7,0,2,3,149.0,1,0
25,965.0,15.0,6.0,0.0,0,9,1,451.0,0,0
12,889.0,0.0,0.0,0.0,0,0,3,355.0,0,0
27,346.0,1.0,0.7,0.0,0,6,4,198.0,0,0
10,70.0,0.0,2.0,0.0,0,1,2,317.0,0,0
8,411.0,0.0,0.0,0.0,0,0,2,254.0,0,0
20,211.0,0.7,2.3,0.0,0,5,0,593.0,1,1
35,245.0,4.0,3.3,0.0,0,1,0,44.0,0,1
14,2091.0,22.7,21.7,15.0,1,0,6,65.0,0,0
11,236.0,0.0,7.0,0.0,0,0,3,257.0,0,1
22,1272.0,7.0,2.3,2.0,0,0,2,143.0,0,0
25,359.0,0.0,3.7,0.0,0,9,1,747.0,0,0
55,35.0,0.3,1.0,0.0,0,9,0,246.0,0,0
39,2028.0,43.0,9.7,16.0,1,0,2,64.0,1,1
17,364.0,3.7,12.0,1.0,1,0,6,483.0,0,0
14,0.0,0.0,0.0,0.0,0,0,6,415.0,0,1
12,212.0,0.0,5.0,0.0,0,2,3,340.0,0,0
25,639.0,11.3,4.7,1.0,0,5,0,233.0,1,0
13,410.0,1.0,7.0,2.7,0,1,1,406.0,0,0
8,3353.0,28.0,13.3,17.3,0,0,4,65.0,1,0
17,373.0,3.3,23.0,0.3,0,7,2,199.0,0,1
11,515.0,2.7,6.7,5.7,0,8,3,58.0,1,0
11,454.0,0.7,1.7,3.3,0,3,4,313.0,0,0
25,496.0,6.7,2.3,0.7,0,6,0,757.0,0,0
35,359.0,1.3,8.0,4.7,0,5,5,97.0,0,0
32,1225.0,1.3,9.3,12.0,0,0,0,130.0,0,0
14,66.0,0.0,3.7,0.0,0,6,1,421.0,0,0
17,122.0,0.3,2.7,0.0,0,8,3,511.0,0,1
20,0.0,0.0,0.0,0.0,1,0,4,607.0,0,1
16,291.0,3.0,5.7,0.0,0,4,1,490.0,0,0
39,69.0,0.0,0.7,0.3,1,7,0,1181.0,0,0
7,553.0,0.0,0.0,0.0,0,6,4,171.0,0,0
22,2160.0,23.7,26.3,12.7,0,0,1,147.0,0,0
23,115.0,9.0,24.0,0.7,1,5,1,404.0,1,1
19,914.0,9.0,9.3,4.3,0,5,3,129.0,1,0
13,143.0,1.0,0.7,1.3,0,6,2,175.0,1,0
24,461.0,0.0,1.7,0.0,0,0,1,728.0,0,0
6,868.0,4.3,5.7,3.3,0,6,1,188.0,0,1
17,283.0,0.3,2.3,0.0,0,6,1,513.0,0,0
14,165.0,0.7,1.3,0.0,0,6,1,412.0,0,1
9,2362.0,190.3,10.0,24.7,0,7,1,166.0,0,0
12,1201.0,5.3,1.3,10.0,0,0,4,362.0,0,0
41,220.0,0.3,1.3,0.0,0,6,0,444.0,1,0
15,234.0,21.7,2.0,0.0,1,6,2,283.0,1,0
41,231.0,2.3,4.7,0.3,0,9,0,25.0,0,0
8,255.0,5.3,1.0,2.7,0,4,1,224.0,0,0
32,67.0,1.3,0.0,0.0,0,3,0,960.0,1,0
21,302.0,0.3,8.3,1.0,0,7,1,631.0,0,1
24,26.0,0.0,0.3,0.0,0,7,1,712.0,0,0
13,417.0,18.0,2.3,0.0,0,9,1,371.0,0,0
17,67.0,0.3,0.0,0.0,0,6,1,498.0,1,0
7,163.0,1.7,2.3,0.0,0,3,1,79.0,0,0
9,198.0,11.3,2.0,1.7,0,0,4,91.0,1,0
19,1299.0,8.7,25.3,2.0,0,7,2,577.0,0,0
19,36.0,1.0,1.7,0.0,0,7,1,419.0,0,0
36,17.0,0.3,0.0,0.0,0,3,0,118.0,0,0
8,956.0,24.0,5.3,0.3,0,0,1,3.0,0,0
15,28.0,0.0,0.7,0.0,0,3,1,454.0,0,0
7,167.0,2.0,0.7,1.3,0,1,4,197.0,0,0
8,946.0,2.0,5.7,0.0,0,7,2,234.0,0,1
18,38.0,0.0,0.3,0.0,0,0,2,541.0,0,1
17,4.0,0.0,0.0,0.0,0,6,0,531.0,0,0
11,527.0,3.0,4.0,0.0,0,0,1,325.0,0,1
7,221.0,0.0,0.0,0.0,0,9,0,204.0,0,0
26,1842.0,102.3,5.7,12.7,0,1,4,149.0,0,0
23,38.0,0.0,0.7,0.0,0,0,1,712.0,0,0
16,330.0,0.0,2.0,0.0,0,6,1,472.0,0,0
9,1002.0,0.7,10.7,0.3,0,4,1,271.0,0,0
11,273.0,5.3,6.7,0.0,0,0,1,316.0,0,0
25,278.0,0.3,5.7,0.0,0,5,0,774.0,0,0
17,79.0,5.7,1.3,0.0,0,3,1,527.0,0,1
23,56.0,1.0,1.3,0.0,0,1,1,706.0,0,0
7,187.0,1.3,1.0,0.0,0,6,3,218.0,0,0
23,201.0,0.0,2.3,0.0,0,3,1,695.0,0,1
11,84.0,0.0,0.0,0.0,0,6,1,336.0,0,0
14,1192.0,0.0,0.0,0.0,0,9,1,409.0,0,1
12,1804.0,1.0,10.0,9.3,0,3,1,335.0,0,0
7,382.0,34.3,7.7,0.7,0,7,1,218.0,0,0
20,239.0,1.0,3.7,0.0,0,5,1,60.0,0,1
10,191.0,0.0,2.3,0.0,0,3,0,300.0,1,0
17,694.0,2.0,19.3,4.7,1,1,3,194.0,1,1
10,298.0,3.3,0.3,0.0,0,6,1,296.0,0,0
9,294.0,2.0,1.3,4.3,0,0,4,76.0,0,0
11,1324.0,3.3,5.0,0.0,0,3,3,333.0,0,1
21,794.0,0.0,9.0,12.0,0,1,1,231.0,0,0
14,832.0,0.0,0.0,0.0,0,2,3,303.0,0,0
9,796.0,7.3,4.7,3.7,0,0,2,130.0,0,0
25,155.0,0.3,4.0,0.0,0,5,0,760.0,0,1
33,1476.0,0.3,6.3,11.0,0,0,5,58.0,0,0
50,1650.0,5.3,3.7,0.0,0,4,0,306.0,1,0
11,254.0,0.0,0.0,0.0,0,0,1,334.0,0,0
22,473.0,1.7,3.7,3.0,0,0,1,670.0,0,1
25,107.0,0.0,0.0,0.0,0,0,1,610.0,0,1
13,414.0,4.7,6.0,8.0,0,0,1,214.0,0,0
17,42.0,0.0,0.7,0.0,0,4,3,507.0,0,0
27,1751.0,1.7,3.0,0.0,0,1,1,556.0,0,0
25,597.0,6.7,6.7,0.0,0,7,0,757.0,0,0
27,687.0,2.7,17.7,0.3,0,0,3,133.0,0,0
41,72.0,1.0,0.3,0.0,0,0,0,1240.0,0,1
29,754.0,1.7,11.0,5.3,1,5,2,379.0,0,0
28,567.0,6.7,6.3,0.0,0,4,0,848.0,0,1
12,23.0,0.0,0.0,0.0,0,6,1,353.0,0,1
7,1015.0,9.3,6.0,1.0,0,0,1,150.0,0,1
13,140.0,1.7,0.3,0.3,0,4,1,383.0,0,0
28,168.0,0.0,2.0,0.0,0,4,1,832.0,0,0
27,42.0,0.0,0.0,0.0,0,5,0,813.0,0,0
11,609.0,0.0,12.0,4.7,0,6,4,343.0,0,0
14,1090.0,0.0,0.0,0.0,0,6,1,409.0,0,0
26,134.0,0.0,1.0,0.0,0,6,1,772.0,0,0
22,136.0,2.3,2.7,0.7,0,6,1,668.0,0,1
10,254.0,0.7,4.3,0.0,0,5,1,282.0,0,0
35,133.0,0.0,1.7,0.7,0,4,2,332.0,0,0
26,63.0,0.0,3.3,5.7,0,6,6,787.0,0,1
7,536.0,3.3,0.7,0.7,0,0,6,192.0,0,0
26,452.0,10.7,7.7,1.3,0,9,1,522.0,1,0
16,309.0,11.3,0.7,0.0,0,0,1,492.0,0,0
29,930.0,10.0,13.3,0.0,0,9,2,131.0,0,1
27,390.0,0.0,9.0,1.0,0,7,2,807.0,1,0
8,532.0,1.3,1.3,1.0,0,5,5,231.0,0,0
9,1197.0,22.7,9.0,7.7,0,9,0,122.0,0,0
23,282.0,3.0,3.3,0.0,0,1,1,678.0,0,0
11,898.0,1.3,14.3,7.7,0,0,4,249.0,1,0
23,828.0,38.7,5.7,6.3,0,3,0,711.0,0,1
7,984.0,1.7,18.0,1.3,0,2,3,40.0,0,0
9,1482.0,2.0,15.0,4.7,0,1,3,259.0,1,0
11,201.0,0.0,3.3,0.0,0,0,4,312.0,0,0
17,46.0,0.0,1.0,0.0,1,3,1,498.0,0,1
12,1261.0,1.3,12.7,1.0,0,7,1,223.0,1,1
6,1464.0,6.3,6.0,3.0,0,6,4,185.0,0,0
40,2106.0,4.0,51.7,1.3,0,6,0,150.0,0,1
19,186.0,0.3,4.0,1.0,0,0,2,581.0,0,0
8,1973.0,0.0,0.0,0.0,0,7,1,233.0,0,0
29,818.0,0.7,15.3,4.3,0,4,0,865.0,0,0
19,77.0,0.0,3.3,0.7,0,6,2,564.0,0,1
6,509.0,6.0,4.3,1.7,0,0,4,188.0,0,0
10,224.0,0.3,2.3,0.0,0,7,2,289.0,0,0
45,2734.0,13.0,41.7,8.7,0,7,4,118.0,0,0
12,885.0,7.3,6.0,15.0,0,0,4,214.0,1,0
9,872.0,1.7,33.3,6.7,0,0,4,271.0,0,0
41,122.0,0.0,0.3,0.0,0,6,0,394.0,0,0
19,1054.0,1.3,30.3,5.7,0,4,3,98.0,0,0
7,554.0,0.0,6.3,3.7,0,0,4,193.0,0,0
13,215.0,0.7,5.3,0.0,0,9,1,119.0,1,0
11,2122.0,27.3,18.7,25.0,0,4,3,4.0,1,0
18,1043.0,10.0,52.0,33.3,0,3,6,66.0,0,0
8,276.0,4.3,2.3,0.0,0,3,1,220.0,0,0
33,214.0,2.0,1.7,0.0,0,6,0,528.0,1,0
31,2.0,0.0,0.0,0.0,0,0,0,913.0,0,1
25,441.0,5.0,2.0,0.0,0,9,0,253.0,0,0
21,414.0,1.0,0.7,0.0,0,8,1,54.0,0,0
23,136.0,3.0,2.0,0.0,0,0,1,710.0,0,0
17,36.0,2.7,0.0,0.0,0,6,1,497.0,0,0
7,149.0,2.7,0.0,1.7,0,1,1,202.0,0,0
14,609.0,10.3,9.7,0.0,0,4,1,264.0,0,0
22,490.0,2.3,6.3,0.0,0,7,0,663.0,0,0
19,312.0,0.7,4.7,2.3,0,9,1,102.0,1,1
9,148.0,1.7,2.0,0.0,0,5,1,284.0,0,0
15,18.0,0.0,0.0,0.0,0,3,2,450.0,0,0
7,95.0,1.7,1.0,0.3,0,5,1,219.0,0,1
24,290.0,15.3,5.3,0.3,0,7,0,26.0,1,1
9,1626.0,14.7,4.7,0.0,0,6,0,253.0,0,1
31,44.0,0.7,0.7,0.0,0,1,2,354.0,0,0
35,1312.0,7.0,3.3,0.0,0,0,0,571.0,1,0
14,375.0,0.7,8.3,0.3,0,3,1,432.0,0,0
48,307.0,2.3,1.0,0.0,0,6,0,539.0,0,0
19,607.0,0.7,7.7,0.0,0,4,1,307.0,0,1
21,498.0,2.0,8.3,0.3,0,3,1,630.0,0,0
8,149.0,0.0,0.0,0.0,0,7,1,241.0,0,1
17,218.0,0.3,5.0,0.0,0,6,0,134.0,0,0
17,339.0,1.0,4.3,0.0,0,0,1,509.0,0,0
6,418.0,3.7,0.0,4.0,0,7,3,181.0,0,1
31,531.0,9.7,12.3,0.0,0,2,2,547.0,1,0
20,294.0,1.3,0.7,0.0,0,6,1,601.0,0,0
15,2279.0,9.0,17.7,5.7,0,0,3,415.0,1,0
27,301.0,0.0,2.7,0.0,0,9,1,203.0,0,0
20,499.0,0.0,5.7,1.7,0,4,3,582.0,0,0
8,390.0,1.0,5.3,0.0,0,6,1,248.0,0,0
25,238.0,0.7,0.0,0.0,0,8,1,743.0,0,1
9,343.0,0.0,2.3,1.7,0,0,4,261.0,0,0
21,35.0,1.3,0.7,0.0,0,3,1,609.0,0,1
30,146.0,0.0,1.3,0.0,0,0,0,63.0,0,0
26,702.0,2.0,4.3,0.0,0,0,1,266.0,0,0
14,951.0,3.0,16.0,2.7,0,5,1,179.0,0,0
35,81.0,1.7,0.3,0.0,0,6,0,1051.0,0,0
8,348.0,0.0,0.0,0.0,0,0,1,248.0,0,0
10,487.0,1.7,18.7,6.0,0,6,2,204.0,1,0
38,24.0,0.0,0.3,0.0,0,7,2,1163.0,0,0
13,630.0,0.3,3.3,4.3,0,0,4,371.0,0,0
15,1854.0,26.7,7.0,2.7,0,0,6,145.0,0,0
11,82.0,0.0,2.7,0.0,0,7,0,342.0,0,1
13,236.0,10.7,0.3,0.0,0,6,1,135.0,0,0
21,549.0,0.0,8.3,0.0,0,7,1,137.0,0,0
13,1323.0,7.3,17.0,11.3,0,7,1,149.0,0,0
21,1714.0,0.0,13.0,0.0,0,4,2,52.0,0,0
28,377.0,0.7,1.7,1.0,0,9,0,520.0,1,1
10,480.0,0.0,5.0,0.0,0,5,1,317.0,0,0
16,573.0,4.7,6.7,0.0,0,8,2,471.0,1,0
32,326.0,0.0,0.7,0.0,0,6,2,639.0,0,0
15,1092.0,106.7,10.7,0.0,0,0,4,200.0,1,0
12,914.0,6.0,8.0,0.0,0,1,1,55.0,0,0
22,383.0,4.7,5.0,1.0,0,5,2,27.0,0,0
21,436.0,27.7,25.7,0.0,0,0,6,632.0,0,1
13,6.0,0.0,0.0,0.0,0,0,0,375.0,0,1
16,462.0,2.3,3.3,0.0,0,5,3,486.0,0,1
23,111.0,0.7,1.0,0.0,0,4,2,687.0,0,0
24,598.0,0.7,10.0,2.0,0,2,2,335.0,1,0
16,548.0,1.0,0.7,0.3,0,6,2,487.0,0,0
51,1643.0,9.0,9.3,1.3,0,0,0,153.0,0,0
11,1008.0,0.3,3.3,0.7,0,0,1,320.0,0,0
35,278.0,0.3,14.0,0.0,0,0,0,759.0,0,0
13,736.0,1.7,11.3,7.3,0,3,2,122.0,0,1
9,448.0,0.0,0.0,0.0,0,0,6,268.0,0,1
19,626.0,6.7,2.0,0.0,0,6,0,159.0,1,1
33,8.0,0.0,0.0,0.0,0,9,0,997.0,0,0
16,276.0,0.3,4.0,0.7,0,1,2,476.0,1,0
16,8.0,0.0,0.0,0.3,0,7,1,481.0,0,1
7,1022.0,12.0,7.0,8.7,0,3,5,198.0,0,0
13,0.0,0.0,0.0,0.0,0,6,2,180.0,1,1
10,1539.0,266.3,38.0,17.0,0,6,4,67.0,1,0
14,215.0,0.3,2.0,0.0,0,3,1,415.0,0,0
9,1771.0,29.0,12.3,35.3,0,9,4,261.0,0,0
14,630.0,2.0,6.0,0.0,0,6,1,202.0,0,0
21,8.0,0.0,0.7,0.0,0,6,1,627.0,0,1
15,66.0,0.0,0.0,0.0,0,6,1,436.0,0,0
16,514.0,2.0,3.0,0.0,0,3,0,471.0,0,1
29,0.0,0.0,0.0,0.0,0,9,0,877.0,0,1
30,62.0,0.0,1.7,0.0,0,4,0,814.0,0,1
17,16.0,1.3,0.0,0.0,1,3,4,512.0,0,0
20,230.0,0.0,6.7,0.0,0,0,1,170.0,0,0
29,578.0,0.3,3.0,0.7,0,8,0,20.0,0,0
21,263.0,7.7,0.3,0.0,0,1,3,110.0,0,0
22,102.0,0.7,0.3,0.0,0,8,1,642.0,0,0
48,1286.0,0.0,36.0,1.7,0,9,1,426.0,0,0
19,277.0,1.7,8.0,0.0,0,5,1,583.0,0,0
20,1596.0,11.7,23.3,0.0,0,7,4,582.0,0,0
37,29.0,0.0,0.0,0.0,0,0,3,1099.0,1,0
25,68.0,2.7,0.0,0.0,0,3,2,737.0,0,0
41,296.0,0.0,7.0,0.0,0,8,0,358.0,0,0
11,100.0,1.7,3.0,0.0,0,5,0,349.0,0,0
13,250.0,4.7,15.3,0.0,0,6,6,377.0,0,0
25,209.0,0.7,3.3,0.0,0,6,1,739.0,0,0
23,72.0,1.3,0.7,0.7,0,4,5,334.0,0,0
25,422.0,4.7,2.0,0.0,0,0,1,168.0,0,0
15,823.0,4.0,2.3,0.0,1,6,4,444.0,0,0
23,280.0,2.0,0.7,2.0,0,7,1,411.0,0,0
11,1416.0,3.7,2.3,3.0,1,0,3,181.0,0,1
18,438.0,1.0,9.7,4.3,0,0,2,522.0,0,1
11,162.0,2.3,4.0,0.0,0,3,1,69.0,1,1
11,471.0,2.0,7.3,0.3,0,6,4,314.0,0,0
22,580.0,5.0,1.3,0.0,0,6,2,657.0,0,0
26,303.0,1.3,0.7,0.3,0,7,1,773.0,0,1
11,1525.0,9.0,8.0,3.0,0,0,1,330.0,0,0
16,196.0,0.0,1.3,1.3,0,5,2,197.0,1,1
23,604.0,4.7,8.0,1.0,0,7,1,679.0,0,0
23,1283.0,6.7,7.7,10.3,0,5,4,176.0,0,0
13,1759.0,0.3,18.3,1.3,0,6,3,37.0,0,0
22,278.0,3.3,1.7,0.0,0,3,1,156.0,0,0
15,82.0,0.3,2.3,0.3,0,6,2,464.0,0,0
23,180.0,0.0,2.0,0.0,0,0,1,673.0,0,1
19,58.0,7.0,0.7,0.0,1,3,3,371.0,1,0
13,283.0,1.7,5.7,0.0,0,7,1,379.0,0,0
14,178.0,0.3,3.7,0.0,0,8,1,411.0,0,0
15,45.0,0.3,5.0,0.0,0,6,2,450.0,1,0
11,105.0,0.0,2.0,0.3,1,7,4,345.0,0,1
9,36.0,0.7,0.7,0.0,0,6,4,286.0,0,0
26,291.0,1.7,2.7,6.0,0,4,2,767.0,0,1
8,1149.0,31.3,27.0,1.3,0,0,1,19.0,0,0
33,8.0,0.0,0.3,0.0,0,4,0,116.0,0,0
17,1606.0,0.3,15.3,5.3,0,6,4,81.0,0,0
11,1878.0,1.0,8.0,15.3,0,6,2,266.0,0,0
15,192.0,0.0,0.0,0.0,0,8,0,435.0,0,0
34,705.0,1.0,6.7,0.3,0,0,0,804.0,0,1
24,24.0,0.7,1.7,0.0,0,4,4,721.0,0,1
20,1449.0,52.0,14.7,6.0,0,1,3,127.0,0,1
22,249.0,1.0,1.0,0.0,0,3,1,662.0,0,1
9,430.0,0.0,0.0,0.0,0,1,4,274.0,0,0
20,1170.0,0.0,0.0,0.0,1,1,3,110.0,0,0
44,71.0,0.0,0.0,0.0,0,9,2,164.0,0,1
11,324.0,0.3,6.3,0.0,0,9,2,321.0,0,0
32,851.0,1.0,15.3,2.7,0,9,0,492.0,0,0
19,346.0,7.3,2.0,3.0,0,9,1,492.0,0,1
14,322.0,0.7,3.3,0.0,0,3,1,435.0,0,1
8,784.0,2.3,8.7,0.0,0,0,2,237.0,0,0
33,587.0,0.7,3.7,4.0,0,4,2,565.0,0,0
31,133.0,1.7,1.3,0.0,0,9,0,927.0,0,0
17,754.0,4.7,8.7,0.7,0,6,2,159.0,0,0
30,398.0,10.3,5.7,0.0,0,6,0,864.0,1,1
17,21.0,1.0,0.0,0.0,1,3,1,489.0,0,0
28,337.0,1.3,2.7,0.0,0,9,0,300.0,0,0
33,250.0,1.3,2.7,3.3,0,6,2,11.0,0,0
6,436.0,0.3,6.3,0.3,0,6,3,147.0,0,0
25,19.0,0.3,0.0,0.0,0,9,0,734.0,0,0
19,21.0,0.0,0.0,0.0,0,9,2,569.0,0,0
39,556.0,10.7,2.0,0.0,0,0,4,426.0,0,0
25,76.0,0.0,1.0,0.0,0,7,1,734.0,0,0
19,1972.0,7.3,12.0,0.0,0,0,2,558.0,0,0
17,584.0,0.0,3.7,0.0,0,7,1,491.0,0,0
22,202.0,1.7,2.3,0.0,0,6,1,648.0,1,1
18,768.0,65.3,10.0,0.7,0,0,4,33.0,0,1
12,945.0,2.0,23.0,0.3,1,8,1,371.0,0,0
14,126.0,2.7,0.7,0.0,0,4,1,406.0,1,0
8,371.0,0.0,0.0,0.0,0,4,4,250.0,0,0
11,792.0,1.0,5.3,1.7,0,0,1,315.0,0,0
10,464.0,0.0,10.7,0.0,0,7,2,274.0,0,0
6,782.0,0.7,3.7,0.0,0,6,3,193.0,0,0
20,307.0,6.7,3.0,0.0,0,6,2,593.0,0,1
23,327.0,0.3,4.0,0.0,0,9,0,457.0,0,0
13,259.0,0.0,3.0,6.3,0,0,4,383.0,0,0
10,908.0,2.7,7.7,0.0,0,0,2,288.0,0,0
13,808.0,0.3,3.3,1.0,0,0,3,151.0,0,0
23,251.0,1.0,2.7,0.0,0,6,1,693.0,0,0
35,504.0,0.0,3.3,2.7,0,7,3,844.0,0,0
13,236.0,3.7,1.3,0.0,0,6,0,394.0,0,0
9,807.0,11.0,20.0,13.3,1,6,1,58.0,0,1
8,1769.0,25.3,92.0,10.7,0,6,4,242.0,0,1
10,588.0,18.0,17.0,10.7,0,2,4,276.0,0,0
19,990.0,10.7,33.0,0.7,0,0,1,165.0,0,0
24,1915.0,3.0,27.3,0.0,0,1,3,427.0,0,0
21,51.0,1.3,1.7,0.0,0,7,3,641.0,0,0
12,6.0,0.0,0.0,0.0,0,4,6,373.0,0,1
8,568.0,2.0,20.7,3.0,0,0,3,215.0,0,0
9,730.0,0.0,5.3,10.3,0,0,6,257.0,0,0
